taxa	Length
t__HRGM_Genome_0725	1954513.0
t__HRGM_Genome_1009	2212762.0
s__Collinsella sp900547025	1935934.0
s__Collinsella sp900548565	1925820.0
t__HRGM_Genome_0470	2070996.0
s__Collinsella sp900540895	2091469.0
t__HRGM_Genome_0619	1920493.0
s__Collinsella sp900541885	2249267.0
s__Collinsella sp900543605	1968174.0
s__Collinsella sp900541875	2092578.0
s__Collinsella sp900544205	2128653.0
t__HRGM_Genome_0554	1834418.0
s__Collinsella sp900539035	2076094.5
t__HRGM_Genome_0942	2021430.0
t__HRGM_Genome_0644	1645076.0
t__HRGM_Genome_0965	2129463.0
s__Collinsella sp900552145	2063650.0
t__HRGM_Genome_0571	2040467.0
s__Collinsella sp900552425	2046686.0
s__Collinsella sp900551015	1938481.0
s__Collinsella sp900542635	2013607.5
t__HRGM_Genome_0828	2100901.0
t__HRGM_Genome_0956	2130759.0
s__Collinsella sp900541205	2180143.0
s__Collinsella sp900540995	2102511.0
t__HRGM_Genome_0876	2110577.0
t__HRGM_Genome_0671	2131393.0
s__Collinsella sp900554645	1118229.0
t__HRGM_Genome_0628	1895678.0
t__HRGM_Genome_0763	2022975.0
s__Collinsella sp900549535	2046457.0
s__Collinsella sp900554665	1288484.0
t__HRGM_Genome_0662	2104819.0
s__Collinsella sp900541135	1964644.0
t__HRGM_Genome_0940	2082758.0
s__Collinsella sp900542555	2062654.0
t__HRGM_Genome_0673	1498755.0
t__HRGM_Genome_0853	1868237.0
t__HRGM_Genome_0756	2024638.0
t__HRGM_Genome_0851	1969889.0
t__HRGM_Genome_0761	2175265.0
t__HRGM_Genome_0459	2085046.0
t__HRGM_Genome_0530	2284659.0
t__HRGM_Genome_0463	2302827.0
s__Collinsella sp900550355	2037187.0
s__Collinsella sp900541025	2214898.0
s__Collinsella sp900542305	2117444.0
s__Collinsella sp900540905	2151766.0
s__Collinsella sp003462685	2273044.0
t__HRGM_Genome_0454	2102995.0
t__HRGM_Genome_0529	2318731.0
t__HRGM_Genome_0524	2282570.0
t__HRGM_Genome_0539	2317847.0
s__Collinsella sp900554465	1999129.0
s__Collinsella sp900541725	2129355.0
t__HRGM_Genome_0649	2188105.0
s__Collinsella sp900545615	2098613.0
s__Collinsella sp900544865	2163289.0
s__Collinsella sp900549025	2056369.0
s__Collinsella aerofaciens_I	2026095.0
t__HRGM_Genome_0728	2054939.0
s__Collinsella sp900545165	2014298.0
s__Collinsella sp900556515	1687971.0
t__HRGM_Genome_0831	2047179.0
s__Collinsella sp900554325	2000233.0
s__Collinsella sp900554495	1922704.0
t__HRGM_Genome_0720	2127955.0
t__HRGM_Genome_0656	2120627.0
s__Collinsella sp900552295	1802658.0
s__Collinsella sp900553705	1702678.0
s__Collinsella sp900550785	2033975.0
t__HRGM_Genome_0726	1943205.0
t__HRGM_Genome_0955	1999187.0
s__Collinsella sp900556285	1716642.0
s__Collinsella sp900557505	1478705.0
t__HRGM_Genome_0829	1846530.0
t__HRGM_Genome_0436	2071477.0
t__HRGM_Genome_0858	2120274.0
t__HRGM_Genome_0465	2157775.0
t__HRGM_Genome_0731	2054414.0
s__Collinsella sp900549355	1964511.0
t__HRGM_Genome_0847	1127007.0
s__Collinsella sp900549195	1838937.0
s__Collinsella sp900553165	1823748.0
t__HRGM_Genome_0694	1926314.0
t__HRGM_Genome_0653	2003281.0
s__Collinsella sp900545875	1874529.0
t__HRGM_Genome_0744	2008488.0
s__Collinsella sp900552155	1946994.0
s__Collinsella sp900555815	1434744.0
s__Collinsella sp900555765	1507790.0
s__Collinsella sp900556205	1749483.0
t__HRGM_Genome_0799	1997251.0
t__HRGM_Genome_0612	2129122.0
t__HRGM_Genome_0700	2042084.0
t__HRGM_Genome_0557	1859530.0
t__HRGM_Genome_0825	2055219.0
t__HRGM_Genome_0514	2306603.0
t__HRGM_Genome_0652	1735171.0
t__HRGM_Genome_0433	2099732.0
s__Collinsella bouchesdurhonensis	1825806.0
s__Collinsella stercoris	2399821.0
s__Collinsella sp900540845	1846287.0
s__Collinsella sp003479805	2096089.0
s__Collinsella intestinalis	1928280.0
s__Collinsella sp900551665	1602935.0
s__Collinsella provencensis	1615834.0
s__Collinsella sp900555555	802447.0
s__Collinsella tanakaei	2492085.0
s__Collinsella sp900548365	2127341.0
s__Collinsella sp900555585	1121247.0
s__Collinsella vaginalis	1450348.0
s__Collinsella sp900556495	2140862.0
s__Collinsella ihuae	2836446.0
s__Collinsella phocaeensis	1852598.0
g__Enorma	2175857.5
s__Enorma timonensis	2331554.0
s__Enorma sp900538305	2046650.0
s__Enorma massiliensis	2280503.0
g__An7	1959149.0
s__An7 sp002159335	1959149.0
f__Atopobiaceae	1790117.5813953488
g__Olsenella_E	1963520.75
s__Olsenella_E provencensis	2389612.0
s__Olsenella_E sp002159735	1846571.0
s__Olsenella_E sp900119915	2101827.0
s__Olsenella_E sp002160255	1701429.0
s__Olsenella_E sp003150175	2042785.0
s__Olsenella_E sp900540955	2155682.0
s__Olsenella_E sp003609875	2107986.0
g__Lancefieldella	1260357.333333333
s__Lancefieldella sp000564995	1385518.333333333
t__HRGM_Genome_2966	1539557.0
s__Lancefieldella sp900555335	1185697.0
t__HRGM_Genome_2965	1356064.0
t__HRGM_Genome_2971	1260934.0
s__Lancefieldella parvula	1338544.0
s__Lancefieldella rimae	1507037.0
g__Olsenella_B	2203882.0
s__Olsenella_B sp000752675	2456747.0
s__Olsenella_B sp900548775	2145101.0
g__Olsenella	1967711.5
s__Olsenella sp001457795	1818711.0
s__Olsenella sp900555995	1738383.0
s__Olsenella sp900538935	2249918.0
s__Olsenella sp003862195	2063834.0
g__Fannyhessea	1431879.0
s__Fannyhessea vaginae	1431879.0
g__Olegusella	1806744.0
s__Olegusella massiliensis	1806744.0
g__UBA7748	2343168.0
s__UBA7748 sp900314535	2343168.0
t__HRGM_Genome_3829	2380659.0
t__HRGM_Genome_3830	2305677.0
g__Atopobium	1625916.0
s__Atopobium minutum	1625916.0
g__UMGS1418	1769327.0
s__UMGS1418 sp900551595	1769327.0
g__Parolsenella	1773569.5
s__Parolsenella catena	1606629.0
s__Parolsenella massiliensis	1784936.0
s__Parolsenella sp900543875	1760601.0
s__Parolsenella sp900544655	1749982.0
s__Parolsenella sp900552935	1585769.5
t__HRGM_Genome_3779	1503585.0
t__HRGM_Genome_3774	1667954.0
s__Parolsenella sp900549525	1902228.0
s__Parolsenella uli_B	2212641.0
f__UMGS124	3314262.6
g__UMGS124	3314262.6
s__UMGS124 sp900539345	2950040.0
f__Eggerthellaceae	2105125.0
g__Rubneribacter	3364395.0
s__Rubneribacter badeniensis	3364395.0
g__Arabia	3377915.0
s__Arabia massiliensis	3377915.0
g__Enteroscipio	2826736.0
s__Enteroscipio rubneri	2826736.0
g__Paraeggerthella	2565980.5
s__Paraeggerthella hongkongensis_A	2862832.0
s__Paraeggerthella hongkongensis	2269129.0
g__Eggerthella	2721500.5
s__Eggerthella lenta	3421213.0
s__Eggerthella sinensis	2021788.0
g__Gordonibacter	3530831.0
s__Gordonibacter pamelaeae	3399441.0
s__Gordonibacter urolithinfaciens	3294868.0
s__Gordonibacter sp003339845	3864912.0
s__Gordonibacter massiliensis	3948172.0
g__Raoultibacter	3455583.5
s__Raoultibacter timonensis	3733684.0
g__UMGS1293	1982448.0
s__UMGS1293 sp900550385	2097168.0
g__Senegalimassilia	2171602.5
s__Senegalimassilia anaerobia	2398022.0
s__Senegalimassilia sp900550055	2430566.0
s__Senegalimassilia sp004135645	2306701.0
g__UMGS1773	2024255.666666667
s__UMGS1773 sp003343725	2177939.0
s__UMGS1773 sp900554945	1872414.0
g__Adlercreutzia	2493708.5
s__Adlercreutzia equolifaciens	2453921.8
t__HRGM_Genome_1829	2231731.0
t__HRGM_Genome_1828	2469438.0
t__HRGM_Genome_1827	2956078.0
t__HRGM_Genome_1825	2622555.0
s__Adlercreutzia celatus_A	2557937.5
t__HRGM_Genome_1824	2680191.0
t__HRGM_Genome_1830	2435684.0
t__HRGM_Genome_1826	1989807.0
g__DNF00809	1080462.0
s__DNF00809 sp900604965	1260761.0
s__DNF00809 sp001552935	900163.0
g__UMGS1502	1576962.0
s__UMGS1502 sp900552365	1763859.0
g__CAG-1427	1639360.7777777778
s__CAG-1427 sp000431675	1927737.0
s__CAG-1427 sp900551155	1624633.0
s__CAG-1427 sp900548955	1748317.0
s__CAG-1427 sp000435475	1953909.0
s__CAG-1427 sp900554685	1949044.0
s__CAG-1427 sp900556585	1879680.0
s__CAG-1427 sp900539675	1845572.0
s__CAG-1427 sp900544455	1851379.0
s__CAG-1427 sp900547965	1703578.0
s__CAG-1427 sp000436075	1864118.0
s__CAG-1427 sp900553605	1765820.0
s__CAG-1427 sp900555755	1862227.0
s__CAG-1427 sp000434775	1564270.0
s__CAG-1427 sp000435675	1828712.0
s__CAG-1427 sp900542525	1613120.0
s__CAG-1427 sp900540345	1594466.0
s__CAG-1427 sp900542265	1959348.0
s__CAG-1427 sp900546175	1513202.0
g__RUG013	2090771.0
s__RUG013 sp001486445	2090771.0
g__UMGS1519	2031061.0
s__UMGS1519 sp900552585	2031061.0
g__Slackia_A	1977215.666666667
s__Slackia_A sp900555495	1719185.0
s__Slackia_A sp900553775	2030892.0
s__Slackia_A piriformis	2119335.0
s__Slackia_A sp900553655	2011770.0
s__Slackia_A isoflavoniconvertens	2501895.0
g__Slackia	1892476.0
s__Slackia exigua	1892476.0
g__Phoenicibacter	1447956.0
s__Phoenicibacter congonensis	1447956.0
f__QAMH01	1941277.5714285716
g__QAMH01	1925817.4
s__QAMH01 sp003149935	2060639.0
s__QAMH01 sp900556425	2149037.0
s__QAMH01 sp900544245	1946641.0
f__RUG844	1303901.0
g__RUG844	1303901.0
s__RUG844 sp900313875	1303901.0
p__Eremiobacterota	1992988.5
c__UBP9	1992988.5
o__UBA4705	1992988.5
f__UBA4705	1992988.5
g__UBA4705	1992988.5
s__UBA4705 sp004554425	2312271.0
p__Cyanobacteria	1897782.671875
c__Vampirovibrionia	1897782.671875
o__Gastranaerophilales	1897782.671875
f__Gastranaerophilaceae	1898312.6984126985
g__Zag1	1942468.5
s__Zag1 sp000437435	1978596.0
s__Zag1 sp000438175	2083543.0
s__Zag1 sp900551675	1948134.0
s__Zag1 sp900555175	1923549.0
s__Zag1 sp001765415	1845545.0
s__Zag1 sp900556295	1940210.0
s__Zag1 sp000433095	1976904.0
s__Zag1 sp001917115	2012818.0
g__QAMI01	2025340.0
s__QAMI01 sp900551915	2044401.0
s__QAMI01 sp900554095	2006279.0
g__CAG-484	2006963.0
s__CAG-484 sp900321895	1801965.0
s__CAG-484 sp900554385	1931770.0
s__CAG-484 sp000431315	2054345.5
t__HRGM_Genome_3719	2019920.0
t__HRGM_Genome_3720	2088771.0
g__Zag111	1946225.5454545454
s__Zag111 sp900551965	1929453.0
s__Zag111 sp003258735	2014387.0
s__Zag111 sp004558955	1989703.0
s__Zag111 sp002102825	1882952.0
s__Zag111 sp002103105	1841689.0
s__Zag111 sp900555325	1985063.0
g__Gastranaerophilus	1886233.0
s__Gastranaerophilus phascolarctosicola	1886233.0
g__CAG-196	1867250.4
s__CAG-196 sp900549855	2261140.0
s__CAG-196 sp002102975	2204918.0
s__CAG-196 sp900553895	1703393.0
g__UBA2883	1869242.5
s__UBA2883 sp002103075	1815977.0
g__UMGS1585	1626224.666666667
s__UMGS1585 sp900553205	1939857.0
g__UBA6984	1705532.666666667
s__UBA6984 sp003258725	1804020.0
s__UBA6984 sp900550295	1761697.0
g__QHMH01	1534068.0
s__QHMH01 sp003258795	1534068.0
g__UMGS951	2131340.0
s__UMGS951 sp900547155	2277749.0
s__UMGS951 sp900547585	1984931.0
g__CAG-306	1860565.0
s__CAG-306 sp000980375	2103098.0
g__RUG841	1953319.666666667
s__RUG841 sp900313795	2033021.0
g__UMGS1477	1857867.666666667
s__UMGS1477 sp900552205	1852047.0
s__UMGS1477 sp900553845	1791873.0
p__Proteobacteria	3218887.655263158
c__Gammaproteobacteria	3424038.85488959
o__Pseudomonadales	4099491.2173913037
f__Pseudomonadaceae	5085076.7
g__Pseudomonas_E	4470614.666666667
s__Pseudomonas_E extremaustralis	6254364.0
s__Pseudomonas_E fragi_B	4450077.0
s__Pseudomonas_E putida_P	3564571.0
s__Pseudomonas_E aeruginosa_A	3148284.0
s__Pseudomonas_E fulva	4682858.0
s__Pseudomonas_E massiliensis	4723534.0
g__Pseudomonas	6930221.0
s__Pseudomonas citronellolis	7110046.0
s__Pseudomonas aeruginosa	6750396.0
g__Pseudomonas_B	5701016.0
s__Pseudomonas_B luteola	5701016.0
f__Halomonadaceae	3944563.0
g__Salinicola	3944563.0
s__Salinicola tamaricis	3944563.0
f__Moraxellaceae	3291080.666666666
g__Acinetobacter	3291080.666666666
s__Acinetobacter fasciculus	3378741.0
s__Acinetobacter variabilis	3410950.0
s__Acinetobacter johnsonii	3024365.0
s__Acinetobacter sp000369785	4074146.0
s__Acinetobacter junii	3463059.0
s__Acinetobacter pittii	3962855.0
s__Acinetobacter nosocomialis	4020363.0
s__Acinetobacter baumannii	3953404.0
s__Acinetobacter ursingii	3456217.0
s__Acinetobacter radioresistens	3158014.0
o__Enterobacterales	3905154.6393442624
f__Enterobacteriaceae	4645422.142857143
g__Escherichia	4790041.0
s__Escherichia coli_D	5339468.0
s__Escherichia fergusonii	4643861.0
s__Escherichia marmotae	4486744.0
s__Escherichia sp000208585	4514939.0
s__Escherichia albertii	4965193.0
g__Salmonella	4763789.0
s__Salmonella enterica	4955431.0
s__Salmonella bongori	4572147.0
g__Citrobacter_A	4826447.8
s__Citrobacter_A farmeri	5715629.0
s__Citrobacter_A amalonaticus	5083867.0
s__Citrobacter_A sedlakii	4631466.0
g__Citrobacter_B	4569955.0
s__Citrobacter_B koseri	4569955.0
g__Citrobacter	4996348.555555556
s__Citrobacter europaeus	5258449.0
s__Citrobacter braakii	4968283.0
s__Citrobacter freundii_A	4993945.0
s__Citrobacter freundii	4739968.0
s__Citrobacter portucalensis_A	5154159.0
s__Citrobacter werkmanii	4983851.0
s__Citrobacter portucalensis	4945242.0
s__Citrobacter youngae	5038141.0
s__Citrobacter gillenii	4885099.0
g__Kluyvera	4802093.5
s__Kluyvera georgiana_A	4199873.0
s__Kluyvera ascorbata_B	5264779.0
s__Kluyvera ascorbata	4968008.0
g__Enterobacter	4758873.357142857
s__Enterobacter sesami	4773474.0
s__Enterobacter cloacae_K	4738949.0
s__Enterobacter chengduensis	5342742.0
s__Enterobacter cloacae	5087499.0
s__Enterobacter sichuanensis	4686183.0
s__Enterobacter roggenkampii	4872341.0
s__Enterobacter bugandensis	4424695.0
s__Enterobacter kobei	4918299.0
s__Enterobacter ludwigii	4697885.0
s__Enterobacter hormaechei	3593035.0
s__Enterobacter himalayensis	5004730.0
s__Enterobacter mori	4889793.0
s__Enterobacter cancerogenus	4638653.0
g__Enterobacter_A	4199690.0
s__Enterobacter_A timonensis	4199690.0
g__Leclercia	4674493.5
s__Leclercia adecarboxylata_C	4670976.0
s__Leclercia adecarboxylata	4678011.0
g__Raoultella	5576495.0
s__Raoultella ornithinolytica	5576495.0
g__Klebsiella_A	5842641.5
s__Klebsiella_A grimontii	5679391.0
s__Klebsiella_A michiganensis	6684898.0
s__Klebsiella_A oxytoca	5860621.0
s__Klebsiella_A sp900198535	5145656.0
g__Klebsiella	4841871.75
s__Klebsiella pneumoniae	5484149.0
s__Klebsiella quasivariicola	3011876.0
s__Klebsiella quasipneumoniae	5247162.0
s__Klebsiella variicola	5624300.0
g__Klebsiella_B	4542785.0
s__Klebsiella_B aerogenes	5174068.0
g__Yokenella	4681222.0
s__Yokenella regensburgei	4681222.0
g__Pluralibacter	5408082.0
s__Pluralibacter gergoviae	5408082.0
g__Pseudescherichia	4629613.0
s__Pseudescherichia vulneris	4956281.0
s__Pseudescherichia sp002298805	4302945.0
g__Enterobacter_D	4794474.0
s__Enterobacter_D kobei_A	4794474.0
g__Kosakonia	4218591.0
s__Kosakonia cowanii	4218591.0
g__Phytobacter	5389666.25
s__Phytobacter ursingii	6166452.0
s__Phytobacter diazotrophicus	5266198.0
s__Phytobacter sp002377245	5122475.0
s__Phytobacter massiliensis	5003540.0
g__Cronobacter	4549504.0
s__Cronobacter sakazakii	4628081.0
s__Cronobacter malonaticus	4470927.0
g__Franconibacter	3134352.0
s__Franconibacter helveticus	3134352.0
g__Atlantibacter	4363538.0
s__Atlantibacter hermannii	4363538.0
g__Cedecea	4886981.0
s__Cedecea davisae	4886981.0
g__Pantoea	4316100.0
s__Pantoea septica	4877109.0
s__Pantoea sp002920175	4513078.0
s__Pantoea agglomerans	4723531.0
s__Pantoea eucalypti	2466950.0
s__Pantoea anthophila	4490212.0
s__Pantoea conspicua	3817683.0
s__Pantoea brenneri	4846469.0
s__Pantoea ananatis	4793768.0
g__Mixta	4133670.0
s__Mixta calida	4133670.0
g__Plesiomonas	3653255.0
s__Plesiomonas shigelloides	3653255.0
g__Serratia	5111411.5
s__Serratia sp001642805	5076885.0
s__Serratia marcescens_I	5255807.0
s__Serratia ureilytica	5050953.0
s__Serratia liquefaciens	5062001.0
g__Yersinia	4695575.818181818
s__Yersinia bercovieri	4273558.0
s__Yersinia aleksiciae	4526044.0
s__Yersinia mollaretii	4663249.0
s__Yersinia massiliensis	4872883.0
s__Yersinia intermedia	5023250.0
s__Yersinia pestis	4935125.0
s__Yersinia kristensenii_B	4324694.0
s__Yersinia kristensenii	4771304.0
s__Yersinia enterocolitica	4528241.0
s__Yersinia frederiksenii_C	4928829.0
s__Yersinia frederiksenii	4804157.0
g__Rahnella	3995023.0
s__Rahnella variigena	3995023.0
g__Nissabacter	4361366.5
s__Nissabacter archeti	4918955.0
s__Nissabacter sp002858715	3803778.0
g__Edwardsiella	3526964.0
s__Edwardsiella tarda	3526964.0
g__Hafnia	4520701.0
s__Hafnia alvei	4498956.0
s__Hafnia proteus	4179267.0
s__Hafnia paralvei	4883880.0
g__Leminorella	4097933.0
s__Leminorella grimontii	4219592.0
s__Leminorella richardii	3976274.0
g__Proteus	3876531.6
s__Proteus cibarius	3841359.0
s__Proteus sp001722135	4051274.0
s__Proteus penneri	3749229.0
s__Proteus vulgaris	3639158.0
s__Proteus mirabilis	4101638.0
g__Morganella	3908369.666666666
s__Morganella morganii_B	3835549.0
s__Morganella morganii	3906921.0
s__Morganella morganii_A	3982639.0
g__Providencia	4260913.0
s__Providencia rettgeri_D	4764068.0
s__Providencia rettgeri	4142275.0
s__Providencia alcalifaciens	4044196.0
s__Providencia alcalifaciens_A	4108375.0
s__Providencia rustigianii	3896203.0
s__Providencia stuartii	4610361.0
g__Moellerella	3303166.0
s__Moellerella wisconsensis	3303166.0
f__Pasteurellaceae	1716775.7666666666
g__Haemophilus	1783338.5
s__Haemophilus sp002998595	1663723.0
s__Haemophilus influenzae	1902954.0
g__Haemophilus_D	1707563.208333333
s__Haemophilus_D parainfluenzae	1973834.0
s__Haemophilus_D parainfluenzae_K	1750435.5
t__HRGM_Genome_2190	1590999.0
s__Haemophilus_D parainfluenzae_N	1897749.0
s__Haemophilus_D sp001815355	1327598.5
t__HRGM_Genome_2180	1372714.0
s__Haemophilus_D parainfluenzae_L	1866538.0
s__Haemophilus_D parainfluenzae_A	1289383.0
t__HRGM_Genome_2185	1909872.0
s__Haemophilus_D parainfluenzae_M	2132219.0
t__HRGM_Genome_2182	1282483.0
s__Haemophilus_D parainfluenzae_J	1969878.0
s__Haemophilus_D pittmaniae	2077686.0
g__Aggregatibacter	1916258.0
s__Aggregatibacter segnis	1916258.0
g__Haemophilus_A	1679607.0
s__Haemophilus_A parahaemolyticus	1845689.0
s__Haemophilus_A paraphrohaemolyticus	1748237.0
s__Haemophilus_A sputorum	1444895.0
f__Vibrionaceae	4497964.375
g__Vibrio	4658014.0
s__Vibrio parahaemolyticus	5262465.0
s__Vibrio vulnificus	4940901.0
s__Vibrio furnissii	4958664.0
s__Vibrio fluvialis	4750671.0
s__Vibrio metoecus	3946363.0
s__Vibrio cholerae	4089020.0
g__Photobacterium	3939352.0
s__Photobacterium damselae	3939352.0
g__Enterovibrio	4096279.0
s__Enterovibrio hollisae	4096279.0
f__Aeromonadaceae	4690821.0
g__Aeromonas	4690821.0
s__Aeromonas rivipollensis	4456944.0
s__Aeromonas caviae	4477475.0
s__Aeromonas veronii_A	4542842.0
s__Aeromonas veronii	4703474.0
s__Aeromonas hydrophila	5049466.0
s__Aeromonas dhakensis	4914725.0
f__Succinivibrionaceae	2310307.5
g__Succinivibrio	2108014.846153846
s__Succinivibrio sp000431835	2387553.0
s__Succinivibrio sp003456415	1983527.0
s__Succinivibrio sp900548485	2070584.0
s__Succinivibrio sp900552905	1765105.0
s__Succinivibrio hippei_A	2475361.0
s__Succinivibrio sp900555115	2025835.0
g__Succinatimonas	2198883.5
s__Succinatimonas hippei	2306546.0
g__Anaerobiospirillum	3517959.0
s__Anaerobiospirillum succiniciproducens	3625053.0
s__Anaerobiospirillum sp900543125	3410865.0
g__WG-1	2551473.0
s__WG-1 sp900539665	2551473.0
o__Cardiobacteriales	2547857.0
f__Cardiobacteriaceae	2547857.0
g__Cardiobacterium	2547857.0
s__Cardiobacterium valvarum	2547857.0
o__Xanthomonadales	4139984.5
f__Xanthomonadaceae	4139984.5
g__Stenotrophomonas	4190015.8888888885
s__Stenotrophomonas maltophilia	4276654.0
s__Stenotrophomonas maltophilia_AM	4562306.0
s__Stenotrophomonas sp003028475	4365701.0
s__Stenotrophomonas maltophilia_AK	4491970.0
s__Stenotrophomonas maltophilia_F	4867831.0
s__Stenotrophomonas maltophilia_S	4722963.0
s__Stenotrophomonas maltophilia_AQ	4541486.0
s__Stenotrophomonas bentonitica	4114905.0
g__Xanthomonas_B	3689702.0
s__Xanthomonas_B massiliensis	3689702.0
o__Burkholderiales	2341094.06060606
f__Burkholderiaceae	2342249.367816092
g__Cupriavidus	3680628.0
s__Cupriavidus metallidurans	3680628.0
g__Ralstonia	5254771.0
s__Ralstonia pickettii	5254771.0
g__Noviherbaspirillum	4188269.0
s__Noviherbaspirillum massiliense	4188269.0
g__Oxalobacter	2045191.25
s__Oxalobacter formigenes_B	2509362.0
s__Oxalobacter formigenes	2483577.0
g__Acidovorax_D	4465235.0
s__Acidovorax_D sp000302535	5662192.0
s__Acidovorax_D temperans	3268278.0
g__Comamonas	3434704.0
s__Comamonas kerstersii	3434704.0
g__Achromobacter	6684403.0
s__Achromobacter xylosoxidans	6684403.0
g__Pigmentiphaga	5862145.0
s__Pigmentiphaga sp002188635	5862145.0
g__Pelistega	2504912.0
s__Pelistega indica	2504912.0
g__Duodenibacillus	2084448.2857142857
s__Duodenibacillus sp003472385	2342043.0
s__Duodenibacillus sp900538905	2223547.0
s__Duodenibacillus sp900552915	1924234.0
s__Duodenibacillus sp900552545	2010666.0
s__Duodenibacillus massiliensis	2113982.0
s__Duodenibacillus sp900544255	2333409.0
s__Duodenibacillus sp900542805	1523029.0
s__Duodenibacillus sp900544335	1625826.0
g__Sutterella	2229085.172413793
s__Sutterella parvirubra	2459790.0
s__Sutterella megalosphaeroides	2631801.0
s__Sutterella wadsworthensis	2794383.0
s__Sutterella sp006337085	2826855.0
s__Sutterella wadsworthensis_A	2476531.0
s__Sutterella sp900543805	2278510.0
s__Sutterella sp900545275	2489541.0
g__Mesosutterella	2166110.25
s__Mesosutterella massiliensis	2476884.0
s__Mesosutterella multiformis	2621983.0
g__CAG-521	1727579.866666667
s__CAG-521 sp900544345	1767218.0
s__CAG-521 sp900545335	1790317.0
s__CAG-521 sp000437635	1814053.0
s__CAG-521 sp002329575	1536892.0
s__CAG-521 sp900553105	1893770.0
s__CAG-521 sp900554675	1311729.0
s__CAG-521 sp900546995	1710044.0
g__Parasutterella	2297491.2
s__Parasutterella excrementihominis	2517642.0
s__Parasutterella sp000980495	2229238.0
s__Parasutterella sp900554375	1826986.0
g__Turicimonas	2327507.333333333
s__Turicimonas muris	2621918.0
s__Turicimonas sp900542195	2563364.0
f__Neisseriaceae	2171792.222222222
g__Neisseria	1948847.333333333
s__Neisseria sp000186165	1481172.0
s__Neisseria flavescens_B	1536895.0
s__Neisseria subflava_B	2136685.0
s__Neisseria gonorrhoeae	2153911.0
s__Neisseria macacae	2748368.0
s__Neisseria elongata	1636053.0
g__Eikenella	1812730.0
s__Eikenella corrodens	1812730.0
g__Vitreoscilla	3716774.0
s__Vitreoscilla massiliensis	3716774.0
f__Aquaspirillaceae	3424272.0
g__Laribacter	3424272.0
s__Laribacter hongkongensis	3424272.0
f__Rhodocyclaceae	3284523.0
g__Azonexus	3284523.0
s__Azonexus sp900549295	3284523.0
c__Alphaproteobacteria	2186618.9206349207
o__Rhizobiales	6585460.0
f__Rhizobiaceae	5102924.0
g__Phyllobacterium	5102924.0
s__Phyllobacterium sp900539805	5102924.0
f__Xanthobacteraceae	7008214.333333332
g__Bradyrhizobium	7893070.0
s__Bradyrhizobium sp000015165	8388709.0
s__Bradyrhizobium sp003020075	7397431.0
g__Afipia	5238503.0
s__Afipia broomeae	5238503.0
f__Beijerinckiaceae	6692596.5
g__Methylobacterium	4213059.0
s__Methylobacterium sp002778835	4213059.0
g__Microvirga	9172134.0
s__Microvirga massiliensis	9172134.0
o__Sphingomonadales	3686106.5
f__Sphingomonadaceae	3686106.5
g__Sphingomonas	3686106.5
s__Sphingomonas ginsenosidimutans	3667136.0
o__RF32	1650014.063829787
f__CAG-239	1554801.3125
g__RUG410	1377103.6
s__RUG410 sp900553115	1465212.0
g__CAG-267	1601015.0
s__CAG-267 sp001917135	1894856.0
s__CAG-267 sp900551865	1307174.0
g__CAG-495	1607529.9375
s__CAG-495 sp000432275	1878053.0
s__CAG-495 sp900551585	1685607.0
s__CAG-495 sp900540425	1740183.0
s__CAG-495 sp000436375	1790157.0
s__CAG-495 sp001917125	1813136.0
s__CAG-495 sp900538765	1867269.0
g__51-20	1562354.5714285714
s__51-20 sp001917175	1785622.5
t__HRGM_Genome_4004	1950064.0
t__HRGM_Genome_4008	1621181.0
s__51-20 sp900539605	1662387.0
s__51-20 sp900542055	1419375.0
f__CAG-977	2074831.6
g__UBA2903	1889470.0
s__UBA2903 sp002349565	1902889.0
g__UBA11549	2064159.5
s__UBA11549 sp900550445	2099671.0
g__CAG-977	2267026.666666666
s__CAG-977 sp000434295	2086024.0
s__CAG-977 sp900553035	2398245.0
f__UBA3637	1689027.0
g__UBA7488	1689027.0
s__UBA7488 sp002477185	1689027.0
o__Rs-D84	896070.5
f__Rs-D84	896070.5
g__Rs-D84	896070.5
s__Rs-D84 sp900546225	919019.0
s__Rs-D84 sp900549365	860151.0
s__Rs-D84 sp900550495	933712.0
s__Rs-D84 sp900550565	845404.0
s__Rs-D84 sp900546185	1002062.0
p__Myxococcota	3178465.0
c__Bradimonadia	3178465.0
o__Bradymonadales	3178465.0
f__UBA4248	3178465.0
g__UBA4248	3178465.0
s__UBA4248 sp004554395	3178465.0
p__Desulfobacterota	2791812.029411765
c__Desulfovibrionia	2791812.029411765
o__Desulfovibrionales	2791812.029411765
f__Desulfovibrionaceae	2791812.029411765
g__Desulfovibrio	2892173.058823529
s__Desulfovibrio desulfuricans_A	3086095.0
s__Desulfovibrio desulfuricans	3432736.0
t__HRGM_Genome_2244	3478150.0
t__HRGM_Genome_2246	3387322.0
s__Desulfovibrio legallii	2655841.0
s__Desulfovibrio sp900540515	3432213.0
s__Desulfovibrio fairfieldensis	3583276.0
t__HRGM_Genome_1437	3663932.0
t__HRGM_Genome_1438	3502620.0
s__Desulfovibrio sp900547595	2294085.0
s__Desulfovibrio sp900556755	2682788.0
s__Desulfovibrio piger_A	2386728.0
s__Desulfovibrio sp900319575	2308820.0
s__Desulfovibrio sp900546145	2461669.0
